canonical_region_id	normalized_arrangement_state	species_members	n_species	representative_informative_anchor_count	description	representative_anchor_order_signature	representative_orientation_signature
CR_02	A5	Cuckoo	1	4	1 species with equivalent multi-anchor order/orientation in CR_02.	CR_02_A001:4|CR_02_A002:3|CR_02_A003:2|CR_02_A004:1	CR_02_A001:-|CR_02_A002:-|CR_02_A003:-|CR_02_A004:-
CR_03	A0	Stork	1	4	1 species with equivalent multi-anchor order/orientation in CR_03.	CR_03_A001:1|CR_03_A002:2|CR_03_A003:3|CR_03_A004:M|CR_03_A005:4	CR_03_A001:+|CR_03_A002:+|CR_03_A003:+|CR_03_A004:?|CR_03_A005:+
CR_03	A1	Flamingo	1	4	1 species with equivalent multi-anchor order/orientation in CR_03.	CR_03_A001:1|CR_03_A002:X|CR_03_A003:2|CR_03_A004:3|CR_03_A005:4	CR_03_A001:-|CR_03_A002:!|CR_03_A003:+|CR_03_A004:+|CR_03_A005:+
CR_03	A2	Dove	1	4	1 species with equivalent multi-anchor order/orientation in CR_03.	CR_03_A001:1|CR_03_A002:2|CR_03_A003:M|CR_03_A004:3|CR_03_A005:4	CR_03_A001:+|CR_03_A002:-|CR_03_A003:?|CR_03_A004:-|CR_03_A005:-
CR_03	A3	Sandgrouse	1	5	1 species with equivalent multi-anchor order/orientation in CR_03.	CR_03_A001:2|CR_03_A002:1|CR_03_A003:5|CR_03_A004:4|CR_03_A005:3	CR_03_A001:+|CR_03_A002:+|CR_03_A003:+|CR_03_A004:+|CR_03_A005:+
CR_03	A4	Turaco	1	5	1 species with equivalent multi-anchor order/orientation in CR_03.	CR_03_A001:5|CR_03_A002:4|CR_03_A003:1|CR_03_A004:2|CR_03_A005:3	CR_03_A001:+|CR_03_A002:+|CR_03_A003:+|CR_03_A004:+|CR_03_A005:+
CR_03	A5	Cuckoo	1	4	1 species with equivalent multi-anchor order/orientation in CR_03.	CR_03_A001:1|CR_03_A002:X|CR_03_A003:2|CR_03_A004:3|CR_03_A005:4	CR_03_A001:-|CR_03_A002:!|CR_03_A003:+|CR_03_A004:+|CR_03_A005:+
CR_04	A0	Stork	1	104	1 species with equivalent multi-anchor order/orientation in CR_04.	CR_04_A001:M|CR_04_A002:M|CR_04_A003:102|CR_04_A004:M|CR_04_A005:M|CR_04_A006:103|CR_04_A007:M|CR_04_A008:104|CR_04_A009:M|CR_04_A010:29|CR_04_A011:M|CR_04_A012:M|CR_04_A013:31|CR_04_A014:M|CR_04_A015:M|CR_04_A016:M|CR_04_A017:28|CR_04_A018:30|CR_04_A019:32|CR_04_A020:33|CR_04_A021:34|CR_04_A022:M|CR_04_A023:35|CR_04_A024:M|CR_04_A025:M|CR_04_A026:M|CR_04_A027:27|CR_04_A028:26|CR_04_A029:M|CR_04_A030:25|CR_04_A031:24|CR_04_A032:23|CR_04_A033:22|CR_04_A034:21|CR_04_A035:20|CR_04_A036:19|CR_04_A037:18|CR_04_A038:17|CR_04_A039:16|CR_04_A040:15|CR_04_A041:14|CR_04_A042:13|CR_04_A043:12|CR_04_A044:11|CR_04_A045:3|CR_04_A046:M|CR_04_A047:2|CR_04_A048:1|CR_04_A049:M|CR_04_A050:36|CR_04_A051:91|CR_04_A052:92|CR_04_A053:93|CR_04_A054:M|CR_04_A055:94|CR_04_A056:95|CR_04_A057:96|CR_04_A058:97|CR_04_A059:98|CR_04_A060:99|CR_04_A061:100|CR_04_A062:101|CR_04_A063:38|CR_04_A064:10|CR_04_A065:9|CR_04_A066:8|CR_04_A067:7|CR_04_A068:6|CR_04_A069:5|CR_04_A070:4|CR_04_A071:37|CR_04_A072:39|CR_04_A073:40|CR_04_A074:41|CR_04_A075:42|CR_04_A076:43|CR_04_A077:44|CR_04_A078:45|CR_04_A079:46|CR_04_A080:47|CR_04_A081:48|CR_04_A082:49|CR_04_A083:50|CR_04_A084:51|CR_04_A085:52|CR_04_A086:53|CR_04_A087:54|CR_04_A088:55|CR_04_A089:56|CR_04_A090:57|CR_04_A091:58|CR_04_A092:59|CR_04_A093:60|CR_04_A094:61|CR_04_A095:62|CR_04_A096:63|CR_04_A097:64|CR_04_A098:65|CR_04_A099:66|CR_04_A100:67|CR_04_A101:68|CR_04_A102:69|CR_04_A103:70|CR_04_A104:71|CR_04_A105:72|CR_04_A106:73|CR_04_A107:74|CR_04_A108:M|CR_04_A109:75|CR_04_A110:76|CR_04_A111:77|CR_04_A112:78|CR_04_A113:79|CR_04_A114:80|CR_04_A115:81|CR_04_A116:82|CR_04_A117:83|CR_04_A118:84|CR_04_A119:85|CR_04_A120:86|CR_04_A121:87|CR_04_A122:88|CR_04_A123:89|CR_04_A124:90	CR_04_A001:?|CR_04_A002:?|CR_04_A003:+|CR_04_A004:?|CR_04_A005:?|CR_04_A006:+|CR_04_A007:?|CR_04_A008:+|CR_04_A009:?|CR_04_A010:+|CR_04_A011:?|CR_04_A012:?|CR_04_A013:+|CR_04_A014:?|CR_04_A015:?|CR_04_A016:?|CR_04_A017:+|CR_04_A018:+|CR_04_A019:+|CR_04_A020:+|CR_04_A021:+|CR_04_A022:?|CR_04_A023:+|CR_04_A024:?|CR_04_A025:?|CR_04_A026:?|CR_04_A027:+|CR_04_A028:+|CR_04_A029:?|CR_04_A030:+|CR_04_A031:+|CR_04_A032:+|CR_04_A033:+|CR_04_A034:+|CR_04_A035:+|CR_04_A036:+|CR_04_A037:+|CR_04_A038:+|CR_04_A039:+|CR_04_A040:+|CR_04_A041:+|CR_04_A042:+|CR_04_A043:+|CR_04_A044:+|CR_04_A045:+|CR_04_A046:?|CR_04_A047:+|CR_04_A048:+|CR_04_A049:?|CR_04_A050:+|CR_04_A051:+|CR_04_A052:+|CR_04_A053:+|CR_04_A054:?|CR_04_A055:+|CR_04_A056:+|CR_04_A057:+|CR_04_A058:+|CR_04_A059:+|CR_04_A060:+|CR_04_A061:+|CR_04_A062:+|CR_04_A063:+|CR_04_A064:+|CR_04_A065:+|CR_04_A066:+|CR_04_A067:+|CR_04_A068:+|CR_04_A069:+|CR_04_A070:+|CR_04_A071:+|CR_04_A072:+|CR_04_A073:+|CR_04_A074:+|CR_04_A075:+|CR_04_A076:+|CR_04_A077:+|CR_04_A078:+|CR_04_A079:+|CR_04_A080:+|CR_04_A081:+|CR_04_A082:+|CR_04_A083:+|CR_04_A084:+|CR_04_A085:+|CR_04_A086:+|CR_04_A087:+|CR_04_A088:+|CR_04_A089:+|CR_04_A090:+|CR_04_A091:+|CR_04_A092:+|CR_04_A093:+|CR_04_A094:+|CR_04_A095:+|CR_04_A096:+|CR_04_A097:+|CR_04_A098:+|CR_04_A099:+|CR_04_A100:+|CR_04_A101:+|CR_04_A102:+|CR_04_A103:+|CR_04_A104:+|CR_04_A105:+|CR_04_A106:+|CR_04_A107:+|CR_04_A108:?|CR_04_A109:+|CR_04_A110:+|CR_04_A111:+|CR_04_A112:+|CR_04_A113:+|CR_04_A114:+|CR_04_A115:+|CR_04_A116:+|CR_04_A117:+|CR_04_A118:+|CR_04_A119:+|CR_04_A120:+|CR_04_A121:+|CR_04_A122:+|CR_04_A123:+|CR_04_A124:+
CR_04	A1	Flamingo	1	99	1 species with equivalent multi-anchor order/orientation in CR_04.	CR_04_A001:M|CR_04_A002:M|CR_04_A003:36|CR_04_A004:M|CR_04_A005:M|CR_04_A006:37|CR_04_A007:M|CR_04_A008:M|CR_04_A009:M|CR_04_A010:X|CR_04_A011:M|CR_04_A012:M|CR_04_A013:41|CR_04_A014:M|CR_04_A015:M|CR_04_A016:39|CR_04_A017:38|CR_04_A018:40|CR_04_A019:42|CR_04_A020:43|CR_04_A021:44|CR_04_A022:45|CR_04_A023:46|CR_04_A024:M|CR_04_A025:M|CR_04_A026:M|CR_04_A027:4|CR_04_A028:M|CR_04_A029:M|CR_04_A030:M|CR_04_A031:5|CR_04_A032:6|CR_04_A033:7|CR_04_A034:8|CR_04_A035:9|CR_04_A036:10|CR_04_A037:11|CR_04_A038:M|CR_04_A039:12|CR_04_A040:13|CR_04_A041:14|CR_04_A042:15|CR_04_A043:16|CR_04_A044:17|CR_04_A045:X|CR_04_A046:M|CR_04_A047:2|CR_04_A048:1|CR_04_A049:M|CR_04_A050:3|CR_04_A051:26|CR_04_A052:27|CR_04_A053:28|CR_04_A054:M|CR_04_A055:29|CR_04_A056:30|CR_04_A057:31|CR_04_A058:M|CR_04_A059:32|CR_04_A060:33|CR_04_A061:34|CR_04_A062:35|CR_04_A063:25|CR_04_A064:18|CR_04_A065:19|CR_04_A066:20|CR_04_A067:21|CR_04_A068:22|CR_04_A069:23|CR_04_A070:24|CR_04_A071:47|CR_04_A072:48|CR_04_A073:49|CR_04_A074:50|CR_04_A075:51|CR_04_A076:52|CR_04_A077:53|CR_04_A078:54|CR_04_A079:55|CR_04_A080:56|CR_04_A081:57|CR_04_A082:58|CR_04_A083:59|CR_04_A084:60|CR_04_A085:61|CR_04_A086:62|CR_04_A087:63|CR_04_A088:64|CR_04_A089:65|CR_04_A090:66|CR_04_A091:67|CR_04_A092:68|CR_04_A093:69|CR_04_A094:70|CR_04_A095:71|CR_04_A096:72|CR_04_A097:73|CR_04_A098:74|CR_04_A099:75|CR_04_A100:76|CR_04_A101:77|CR_04_A102:78|CR_04_A103:79|CR_04_A104:80|CR_04_A105:81|CR_04_A106:82|CR_04_A107:83|CR_04_A108:M|CR_04_A109:84|CR_04_A110:85|CR_04_A111:86|CR_04_A112:87|CR_04_A113:88|CR_04_A114:89|CR_04_A115:90|CR_04_A116:91|CR_04_A117:92|CR_04_A118:93|CR_04_A119:94|CR_04_A120:95|CR_04_A121:96|CR_04_A122:97|CR_04_A123:98|CR_04_A124:99	CR_04_A001:?|CR_04_A002:?|CR_04_A003:+|CR_04_A004:?|CR_04_A005:?|CR_04_A006:+|CR_04_A007:?|CR_04_A008:?|CR_04_A009:?|CR_04_A010:!|CR_04_A011:?|CR_04_A012:?|CR_04_A013:-|CR_04_A014:?|CR_04_A015:?|CR_04_A016:-|CR_04_A017:-|CR_04_A018:+|CR_04_A019:+|CR_04_A020:+|CR_04_A021:+|CR_04_A022:+|CR_04_A023:+|CR_04_A024:?|CR_04_A025:?|CR_04_A026:?|CR_04_A027:+|CR_04_A028:?|CR_04_A029:?|CR_04_A030:?|CR_04_A031:+|CR_04_A032:+|CR_04_A033:+|CR_04_A034:+|CR_04_A035:+|CR_04_A036:+|CR_04_A037:+|CR_04_A038:?|CR_04_A039:+|CR_04_A040:+|CR_04_A041:+|CR_04_A042:+|CR_04_A043:+|CR_04_A044:+|CR_04_A045:!|CR_04_A046:?|CR_04_A047:-|CR_04_A048:-|CR_04_A049:?|CR_04_A050:+|CR_04_A051:+|CR_04_A052:+|CR_04_A053:+|CR_04_A054:?|CR_04_A055:+|CR_04_A056:+|CR_04_A057:+|CR_04_A058:?|CR_04_A059:+|CR_04_A060:+|CR_04_A061:+|CR_04_A062:+|CR_04_A063:+|CR_04_A064:+|CR_04_A065:+|CR_04_A066:+|CR_04_A067:+|CR_04_A068:+|CR_04_A069:+|CR_04_A070:+|CR_04_A071:+|CR_04_A072:+|CR_04_A073:+|CR_04_A074:+|CR_04_A075:+|CR_04_A076:+|CR_04_A077:+|CR_04_A078:+|CR_04_A079:+|CR_04_A080:+|CR_04_A081:+|CR_04_A082:+|CR_04_A083:+|CR_04_A084:+|CR_04_A085:+|CR_04_A086:+|CR_04_A087:+|CR_04_A088:+|CR_04_A089:+|CR_04_A090:+|CR_04_A091:+|CR_04_A092:+|CR_04_A093:+|CR_04_A094:+|CR_04_A095:+|CR_04_A096:+|CR_04_A097:+|CR_04_A098:+|CR_04_A099:+|CR_04_A100:+|CR_04_A101:+|CR_04_A102:+|CR_04_A103:+|CR_04_A104:+|CR_04_A105:+|CR_04_A106:+|CR_04_A107:+|CR_04_A108:?|CR_04_A109:+|CR_04_A110:+|CR_04_A111:+|CR_04_A112:+|CR_04_A113:+|CR_04_A114:+|CR_04_A115:+|CR_04_A116:+|CR_04_A117:+|CR_04_A118:+|CR_04_A119:+|CR_04_A120:+|CR_04_A121:+|CR_04_A122:+|CR_04_A123:+|CR_04_A124:+
CR_04	A2	Dove	1	100	1 species with equivalent multi-anchor order/orientation in CR_04.	CR_04_A001:69|CR_04_A002:68|CR_04_A003:67|CR_04_A004:M|CR_04_A005:66|CR_04_A006:65|CR_04_A007:M|CR_04_A008:M|CR_04_A009:M|CR_04_A010:64|CR_04_A011:M|CR_04_A012:60|CR_04_A013:62|CR_04_A014:63|CR_04_A015:M|CR_04_A016:M|CR_04_A017:M|CR_04_A018:61|CR_04_A019:M|CR_04_A020:59|CR_04_A021:M|CR_04_A022:58|CR_04_A023:57|CR_04_A024:M|CR_04_A025:M|CR_04_A026:74|CR_04_A027:M|CR_04_A028:76|CR_04_A029:M|CR_04_A030:75|CR_04_A031:77|CR_04_A032:78|CR_04_A033:79|CR_04_A034:80|CR_04_A035:81|CR_04_A036:82|CR_04_A037:83|CR_04_A038:84|CR_04_A039:85|CR_04_A040:86|CR_04_A041:87|CR_04_A042:88|CR_04_A043:89|CR_04_A044:90|CR_04_A045:97|CR_04_A046:98|CR_04_A047:99|CR_04_A048:100|CR_04_A049:M|CR_04_A050:55|CR_04_A051:4|CR_04_A052:2|CR_04_A053:1|CR_04_A054:3|CR_04_A055:5|CR_04_A056:6|CR_04_A057:7|CR_04_A058:51|CR_04_A059:72|CR_04_A060:71|CR_04_A061:70|CR_04_A062:M|CR_04_A063:M|CR_04_A064:91|CR_04_A065:92|CR_04_A066:93|CR_04_A067:94|CR_04_A068:95|CR_04_A069:96|CR_04_A070:73|CR_04_A071:56|CR_04_A072:54|CR_04_A073:53|CR_04_A074:52|CR_04_A075:50|CR_04_A076:49|CR_04_A077:48|CR_04_A078:47|CR_04_A079:46|CR_04_A080:44|CR_04_A081:45|CR_04_A082:43|CR_04_A083:42|CR_04_A084:41|CR_04_A085:40|CR_04_A086:39|CR_04_A087:38|CR_04_A088:37|CR_04_A089:36|CR_04_A090:35|CR_04_A091:34|CR_04_A092:33|CR_04_A093:32|CR_04_A094:M|CR_04_A095:31|CR_04_A096:30|CR_04_A097:M|CR_04_A098:29|CR_04_A099:28|CR_04_A100:27|CR_04_A101:26|CR_04_A102:25|CR_04_A103:24|CR_04_A104:23|CR_04_A105:22|CR_04_A106:21|CR_04_A107:20|CR_04_A108:19|CR_04_A109:M|CR_04_A110:M|CR_04_A111:M|CR_04_A112:18|CR_04_A113:17|CR_04_A114:16|CR_04_A115:15|CR_04_A116:M|CR_04_A117:14|CR_04_A118:13|CR_04_A119:12|CR_04_A120:11|CR_04_A121:10|CR_04_A122:9|CR_04_A123:M|CR_04_A124:8	CR_04_A001:-|CR_04_A002:-|CR_04_A003:-|CR_04_A004:?|CR_04_A005:-|CR_04_A006:-|CR_04_A007:?|CR_04_A008:?|CR_04_A009:?|CR_04_A010:-|CR_04_A011:?|CR_04_A012:+|CR_04_A013:+|CR_04_A014:+|CR_04_A015:?|CR_04_A016:?|CR_04_A017:?|CR_04_A018:-|CR_04_A019:?|CR_04_A020:-|CR_04_A021:?|CR_04_A022:-|CR_04_A023:-|CR_04_A024:?|CR_04_A025:?|CR_04_A026:+|CR_04_A027:?|CR_04_A028:+|CR_04_A029:?|CR_04_A030:-|CR_04_A031:+|CR_04_A032:+|CR_04_A033:+|CR_04_A034:+|CR_04_A035:+|CR_04_A036:+|CR_04_A037:+|CR_04_A038:+|CR_04_A039:+|CR_04_A040:+|CR_04_A041:+|CR_04_A042:+|CR_04_A043:+|CR_04_A044:+|CR_04_A045:+|CR_04_A046:+|CR_04_A047:+|CR_04_A048:+|CR_04_A049:?|CR_04_A050:-|CR_04_A051:-|CR_04_A052:-|CR_04_A053:-|CR_04_A054:-|CR_04_A055:+|CR_04_A056:+|CR_04_A057:+|CR_04_A058:-|CR_04_A059:-|CR_04_A060:-|CR_04_A061:-|CR_04_A062:?|CR_04_A063:?|CR_04_A064:+|CR_04_A065:+|CR_04_A066:+|CR_04_A067:+|CR_04_A068:+|CR_04_A069:+|CR_04_A070:-|CR_04_A071:-|CR_04_A072:-|CR_04_A073:-|CR_04_A074:-|CR_04_A075:-|CR_04_A076:-|CR_04_A077:-|CR_04_A078:-|CR_04_A079:-|CR_04_A080:-|CR_04_A081:-|CR_04_A082:-|CR_04_A083:-|CR_04_A084:-|CR_04_A085:-|CR_04_A086:-|CR_04_A087:-|CR_04_A088:-|CR_04_A089:-|CR_04_A090:-|CR_04_A091:-|CR_04_A092:-|CR_04_A093:-|CR_04_A094:?|CR_04_A095:-|CR_04_A096:-|CR_04_A097:?|CR_04_A098:-|CR_04_A099:-|CR_04_A100:-|CR_04_A101:-|CR_04_A102:-|CR_04_A103:-|CR_04_A104:-|CR_04_A105:-|CR_04_A106:-|CR_04_A107:-|CR_04_A108:-|CR_04_A109:?|CR_04_A110:?|CR_04_A111:?|CR_04_A112:-|CR_04_A113:-|CR_04_A114:-|CR_04_A115:-|CR_04_A116:?|CR_04_A117:-|CR_04_A118:-|CR_04_A119:-|CR_04_A120:-|CR_04_A121:-|CR_04_A122:-|CR_04_A123:?|CR_04_A124:-
CR_04	A3	Sandgrouse	1	98	1 species with equivalent multi-anchor order/orientation in CR_04.	CR_04_A001:M|CR_04_A002:M|CR_04_A003:95|CR_04_A004:M|CR_04_A005:96|CR_04_A006:97|CR_04_A007:M|CR_04_A008:M|CR_04_A009:M|CR_04_A010:30|CR_04_A011:M|CR_04_A012:4|CR_04_A013:M|CR_04_A014:M|CR_04_A015:M|CR_04_A016:2|CR_04_A017:1|CR_04_A018:3|CR_04_A019:5|CR_04_A020:6|CR_04_A021:M|CR_04_A022:7|CR_04_A023:8|CR_04_A024:M|CR_04_A025:M|CR_04_A026:M|CR_04_A027:60|CR_04_A028:61|CR_04_A029:M|CR_04_A030:M|CR_04_A031:62|CR_04_A032:63|CR_04_A033:64|CR_04_A034:65|CR_04_A035:66|CR_04_A036:67|CR_04_A037:68|CR_04_A038:69|CR_04_A039:70|CR_04_A040:71|CR_04_A041:72|CR_04_A042:73|CR_04_A043:74|CR_04_A044:75|CR_04_A045:X|CR_04_A046:M|CR_04_A047:1|CR_04_A048:M|CR_04_A049:M|CR_04_A050:90|CR_04_A051:89|CR_04_A052:88|CR_04_A053:87|CR_04_A054:86|CR_04_A055:85|CR_04_A056:84|CR_04_A057:83|CR_04_A058:M|CR_04_A059:91|CR_04_A060:92|CR_04_A061:93|CR_04_A062:94|CR_04_A063:M|CR_04_A064:76|CR_04_A065:77|CR_04_A066:78|CR_04_A067:79|CR_04_A068:80|CR_04_A069:81|CR_04_A070:82|CR_04_A071:59|CR_04_A072:9|CR_04_A073:10|CR_04_A074:11|CR_04_A075:12|CR_04_A076:13|CR_04_A077:14|CR_04_A078:15|CR_04_A079:16|CR_04_A080:17|CR_04_A081:18|CR_04_A082:19|CR_04_A083:20|CR_04_A084:21|CR_04_A085:22|CR_04_A086:23|CR_04_A087:24|CR_04_A088:25|CR_04_A089:26|CR_04_A090:27|CR_04_A091:28|CR_04_A092:29|CR_04_A093:31|CR_04_A094:M|CR_04_A095:32|CR_04_A096:33|CR_04_A097:34|CR_04_A098:35|CR_04_A099:36|CR_04_A100:37|CR_04_A101:38|CR_04_A102:39|CR_04_A103:40|CR_04_A104:41|CR_04_A105:42|CR_04_A106:43|CR_04_A107:M|CR_04_A108:M|CR_04_A109:M|CR_04_A110:44|CR_04_A111:45|CR_04_A112:46|CR_04_A113:47|CR_04_A114:48|CR_04_A115:49|CR_04_A116:50|CR_04_A117:51|CR_04_A118:52|CR_04_A119:53|CR_04_A120:54|CR_04_A121:55|CR_04_A122:56|CR_04_A123:57|CR_04_A124:58	CR_04_A001:?|CR_04_A002:?|CR_04_A003:+|CR_04_A004:?|CR_04_A005:+|CR_04_A006:+|CR_04_A007:?|CR_04_A008:?|CR_04_A009:?|CR_04_A010:+|CR_04_A011:?|CR_04_A012:+|CR_04_A013:?|CR_04_A014:?|CR_04_A015:?|CR_04_A016:+|CR_04_A017:+|CR_04_A018:+|CR_04_A019:+|CR_04_A020:+|CR_04_A021:?|CR_04_A022:+|CR_04_A023:+|CR_04_A024:?|CR_04_A025:?|CR_04_A026:?|CR_04_A027:+|CR_04_A028:+|CR_04_A029:?|CR_04_A030:?|CR_04_A031:+|CR_04_A032:+|CR_04_A033:+|CR_04_A034:+|CR_04_A035:+|CR_04_A036:+|CR_04_A037:+|CR_04_A038:+|CR_04_A039:+|CR_04_A040:+|CR_04_A041:+|CR_04_A042:+|CR_04_A043:+|CR_04_A044:+|CR_04_A045:!|CR_04_A046:?|CR_04_A047:-|CR_04_A048:?|CR_04_A049:?|CR_04_A050:+|CR_04_A051:+|CR_04_A052:+|CR_04_A053:+|CR_04_A054:+|CR_04_A055:+|CR_04_A056:+|CR_04_A057:+|CR_04_A058:?|CR_04_A059:+|CR_04_A060:+|CR_04_A061:+|CR_04_A062:+|CR_04_A063:?|CR_04_A064:+|CR_04_A065:+|CR_04_A066:+|CR_04_A067:+|CR_04_A068:+|CR_04_A069:+|CR_04_A070:+|CR_04_A071:+|CR_04_A072:+|CR_04_A073:+|CR_04_A074:+|CR_04_A075:+|CR_04_A076:+|CR_04_A077:+|CR_04_A078:+|CR_04_A079:+|CR_04_A080:+|CR_04_A081:+|CR_04_A082:+|CR_04_A083:+|CR_04_A084:+|CR_04_A085:+|CR_04_A086:+|CR_04_A087:+|CR_04_A088:+|CR_04_A089:+|CR_04_A090:+|CR_04_A091:+|CR_04_A092:+|CR_04_A093:+|CR_04_A094:?|CR_04_A095:+|CR_04_A096:+|CR_04_A097:+|CR_04_A098:+|CR_04_A099:+|CR_04_A100:+|CR_04_A101:+|CR_04_A102:+|CR_04_A103:+|CR_04_A104:+|CR_04_A105:+|CR_04_A106:+|CR_04_A107:?|CR_04_A108:?|CR_04_A109:?|CR_04_A110:+|CR_04_A111:+|CR_04_A112:+|CR_04_A113:+|CR_04_A114:+|CR_04_A115:+|CR_04_A116:+|CR_04_A117:+|CR_04_A118:+|CR_04_A119:+|CR_04_A120:+|CR_04_A121:+|CR_04_A122:+|CR_04_A123:+|CR_04_A124:+
CR_04	A4	Turaco	1	90	1 species with equivalent multi-anchor order/orientation in CR_04.	CR_04_A001:M|CR_04_A002:M|CR_04_A003:4|CR_04_A004:3|CR_04_A005:2|CR_04_A006:1|CR_04_A007:M|CR_04_A008:M|CR_04_A009:M|CR_04_A010:M|CR_04_A011:M|CR_04_A012:68|CR_04_A013:69|CR_04_A014:71|CR_04_A015:M|CR_04_A016:M|CR_04_A017:M|CR_04_A018:70|CR_04_A019:67|CR_04_A020:66|CR_04_A021:M|CR_04_A022:M|CR_04_A023:65|CR_04_A024:M|CR_04_A025:M|CR_04_A026:M|CR_04_A027:M|CR_04_A028:M|CR_04_A029:M|CR_04_A030:M|CR_04_A031:M|CR_04_A032:90|CR_04_A033:89|CR_04_A034:M|CR_04_A035:M|CR_04_A036:88|CR_04_A037:87|CR_04_A038:86|CR_04_A039:M|CR_04_A040:M|CR_04_A041:85|CR_04_A042:84|CR_04_A043:83|CR_04_A044:82|CR_04_A045:74|CR_04_A046:M|CR_04_A047:M|CR_04_A048:M|CR_04_A049:M|CR_04_A050:72|CR_04_A051:8|CR_04_A052:9|CR_04_A053:10|CR_04_A054:M|CR_04_A055:11|CR_04_A056:12|CR_04_A057:13|CR_04_A058:M|CR_04_A059:7|CR_04_A060:M|CR_04_A061:6|CR_04_A062:5|CR_04_A063:M|CR_04_A064:81|CR_04_A065:80|CR_04_A066:79|CR_04_A067:78|CR_04_A068:77|CR_04_A069:76|CR_04_A070:75|CR_04_A071:73|CR_04_A072:63|CR_04_A073:64|CR_04_A074:62|CR_04_A075:61|CR_04_A076:60|CR_04_A077:59|CR_04_A078:58|CR_04_A079:57|CR_04_A080:56|CR_04_A081:55|CR_04_A082:54|CR_04_A083:53|CR_04_A084:52|CR_04_A085:51|CR_04_A086:50|CR_04_A087:49|CR_04_A088:48|CR_04_A089:47|CR_04_A090:46|CR_04_A091:M|CR_04_A092:45|CR_04_A093:44|CR_04_A094:43|CR_04_A095:42|CR_04_A096:41|CR_04_A097:40|CR_04_A098:39|CR_04_A099:38|CR_04_A100:37|CR_04_A101:36|CR_04_A102:35|CR_04_A103:34|CR_04_A104:33|CR_04_A105:32|CR_04_A106:31|CR_04_A107:29|CR_04_A108:M|CR_04_A109:28|CR_04_A110:30|CR_04_A111:27|CR_04_A112:25|CR_04_A113:26|CR_04_A114:24|CR_04_A115:23|CR_04_A116:22|CR_04_A117:21|CR_04_A118:20|CR_04_A119:19|CR_04_A120:18|CR_04_A121:14|CR_04_A122:15|CR_04_A123:16|CR_04_A124:17	CR_04_A001:?|CR_04_A002:?|CR_04_A003:+|CR_04_A004:+|CR_04_A005:+|CR_04_A006:+|CR_04_A007:?|CR_04_A008:?|CR_04_A009:?|CR_04_A010:?|CR_04_A011:?|CR_04_A012:+|CR_04_A013:+|CR_04_A014:+|CR_04_A015:?|CR_04_A016:?|CR_04_A017:?|CR_04_A018:+|CR_04_A019:+|CR_04_A020:+|CR_04_A021:?|CR_04_A022:?|CR_04_A023:+|CR_04_A024:?|CR_04_A025:?|CR_04_A026:?|CR_04_A027:?|CR_04_A028:?|CR_04_A029:?|CR_04_A030:?|CR_04_A031:?|CR_04_A032:+|CR_04_A033:+|CR_04_A034:?|CR_04_A035:?|CR_04_A036:+|CR_04_A037:+|CR_04_A038:+|CR_04_A039:?|CR_04_A040:?|CR_04_A041:+|CR_04_A042:+|CR_04_A043:+|CR_04_A044:+|CR_04_A045:+|CR_04_A046:?|CR_04_A047:?|CR_04_A048:?|CR_04_A049:?|CR_04_A050:+|CR_04_A051:+|CR_04_A052:+|CR_04_A053:+|CR_04_A054:?|CR_04_A055:+|CR_04_A056:+|CR_04_A057:+|CR_04_A058:?|CR_04_A059:+|CR_04_A060:?|CR_04_A061:+|CR_04_A062:+|CR_04_A063:?|CR_04_A064:+|CR_04_A065:+|CR_04_A066:+|CR_04_A067:+|CR_04_A068:+|CR_04_A069:+|CR_04_A070:+|CR_04_A071:+|CR_04_A072:+|CR_04_A073:+|CR_04_A074:+|CR_04_A075:+|CR_04_A076:+|CR_04_A077:+|CR_04_A078:+|CR_04_A079:+|CR_04_A080:+|CR_04_A081:+|CR_04_A082:+|CR_04_A083:+|CR_04_A084:+|CR_04_A085:+|CR_04_A086:+|CR_04_A087:+|CR_04_A088:+|CR_04_A089:+|CR_04_A090:+|CR_04_A091:?|CR_04_A092:+|CR_04_A093:+|CR_04_A094:+|CR_04_A095:+|CR_04_A096:+|CR_04_A097:+|CR_04_A098:+|CR_04_A099:+|CR_04_A100:+|CR_04_A101:+|CR_04_A102:+|CR_04_A103:+|CR_04_A104:+|CR_04_A105:+|CR_04_A106:+|CR_04_A107:+|CR_04_A108:?|CR_04_A109:+|CR_04_A110:+|CR_04_A111:+|CR_04_A112:+|CR_04_A113:+|CR_04_A114:+|CR_04_A115:+|CR_04_A116:+|CR_04_A117:+|CR_04_A118:+|CR_04_A119:+|CR_04_A120:+|CR_04_A121:+|CR_04_A122:+|CR_04_A123:+|CR_04_A124:+
