Gene	clade	C1	C2	Chromosome	start	end	midpoint	q1	q2	q3	dominant_topology	dominant_support	x1	x2	x3	x4	d1	d2	d3
44129	Columbea	Columbimorphae	Phoenicopteriformes	chr4	530000	540000	535000	0.00333333333333	0.91	0.0866666666667	q2	0.91	10493669	10221941	10468694	10194968	298701	26973	273726
44203	Columbea	Columbimorphae	Phoenicopteriformes	chr4	540000	550000	545000	1	0	0	q1	1	8120820	8324670	8324670	8120820	0	203850	203850
44278	Columbea	Columbimorphae	Phoenicopteriformes	chr4	550000	560000	555000	0.870809792844	0.126930320151	0.00225988700565	q1	0.870809792844	1262981	1446656	1477439	1231082	31899	215574	246357
44372	Columbea	Columbimorphae	Phoenicopteriformes	chr4	560000	570000	565000	0.191780821918	0.808219178082	0	q2	0.808219178082	4704029	4647869	4721501	4630397	73632	17472	91104
44696	Columbea	Columbimorphae	Phoenicopteriformes	chr4	600000	610000	605000	0.0981240981241	0.121212121212	0.780663780664	q3	0.780663780664	9965631	9958527	9755619	9688131	277500	270396	67488
44759	Columbea	Columbimorphae	Phoenicopteriformes	chr4	610000	620000	615000	0.0165945165945	0.0974025974026	0.886002886003	q3	0.886002886003	3829465	3804601	3561955	3526879	302586	277722	35076
44849	Columbea	Columbimorphae	Phoenicopteriformes	chr4	620000	630000	625000	0	1	0	q2	1	6919723	6723379	6919723	6723379	196344	0	196344
44926	Columbea	Columbimorphae	Phoenicopteriformes	chr4	630000	640000	635000	0.0545454545455	0.230303030303	0.715151515152	q3	0.715151515152	615306	614030	610510	608442	6864	5588	2068
45019	Columbea	Columbimorphae	Phoenicopteriformes	chr4	640000	650000	645000	0	0.100977198697	0.899022801303	q3	0.899022801303	5523047	5500448	5321843	5299244	223803	201204	22599
45098	Columbea	Columbimorphae	Phoenicopteriformes	chr4	650000	660000	655000	0.200096200096	0.337662337662	0.462241462241	q3	0.462241462241	8216689	8184943	8156194	8032096	184593	152847	124098
45178	Columbea	Columbimorphae	Phoenicopteriformes	chr4	660000	670000	665000	0.312523225567	0.0720921590487	0.615384615385	q3	0.615384615385	7572136	7643953	7481671	7366786	205350	277167	114885
45243	Columbea	Columbimorphae	Phoenicopteriformes	chr4	670000	680000	675000	0.146011396011	0.478988603989	0.375	q2	0.478988603989	11413021	11309236	11341648	11146843	266178	162393	194805
45318	Columbea	Columbimorphae	Phoenicopteriformes	chr4	680000	690000	685000	0.387096774194	0.567741935484	0.0451612903226	q2	0.567741935484	11049051	10993107	11154945	10859241	189810	133866	295704
45383	Columbea	Columbimorphae	Phoenicopteriformes	chr4	690000	700000	695000	0	0.215434083601	0.784565916399	q3	0.784565916399	9662555	9595622	9418799	9351866	310689	243756	66933
45451	Columbea	Columbimorphae	Phoenicopteriformes	chr4	700000	710000	705000	0.0338007910823	0.537576411363	0.428622797555	q2	0.537576411363	3449561	3302456	3334271	3167426	282135	135030	166845
45552	Columbea	Columbimorphae	Phoenicopteriformes	chr4	710000	720000	715000	0.16057585825	0.191583610188	0.647840531561	q3	0.647840531561	10829199	10819875	10682679	10576785	252414	243090	105894
45652	Columbea	Columbimorphae	Phoenicopteriformes	chr4	720000	730000	725000	0	1	0	q2	1	10374647	10063958	10374647	10063958	310689	0	310689
45741	Columbea	Columbimorphae	Phoenicopteriformes	chr4	730000	740000	735000	0	1	0	q2	1	8483190	8199528	8483190	8199528	283662	0	283662
45822	Columbea	Columbimorphae	Phoenicopteriformes	chr4	740000	750000	745000	0	1	0	q2	1	8943800	8633111	8943800	8633111	310689	0	310689
45908	Columbea	Columbimorphae	Phoenicopteriformes	chr4	750000	760000	755000	0.457264957265	0.391025641026	0.151709401709	q1	0.457264957265	13864005	13884651	13959243	13694841	169164	189810	264402
45986	Columbea	Columbimorphae	Phoenicopteriformes	chr4	760000	770000	765000	0.0258064516129	0.964516129032	0.00967741935484	q2	0.964516129032	11800390	11509681	11805385	11498692	301698	10989	306693
46074	Columbea	Columbimorphae	Phoenicopteriformes	chr4	770000	780000	775000	0.491935483871	0.43064516129	0.0774193548387	q1	0.491935483871	7956886	7973758	8070994	7817026	139860	156732	253968
46175	Columbea	Columbimorphae	Phoenicopteriformes	chr4	780000	790000	785000	0.877098963916	0.00285816362987	0.120042872454	q1	0.877098963916	13514037	13785654	13749246	13475853	38184	309801	273393
46234	Columbea	Columbimorphae	Phoenicopteriformes	chr4	790000	800000	795000	0	0.269480519481	0.730519480519	q3	0.730519480519	10203765	10120848	9978990	9896073	307692	224775	82917
46321	Columbea	Columbimorphae	Phoenicopteriformes	chr4	800000	810000	805000	0.135761589404	0.461736571008	0.402501839588	q2	0.461736571008	9193984	9128420	9140334	9020158	173826	108262	120176
46395	Columbea	Columbimorphae	Phoenicopteriformes	chr4	810000	820000	815000	0.887813620072	0.109318996416	0.00286738351254	q1	0.887813620072	2558735	2799827	2832794	2523992	34743	275835	308802
46476	Columbea	Columbimorphae	Phoenicopteriformes	chr4	820000	830000	825000	0.0290654893304	0.314569536424	0.656364974246	q3	0.656364974246	10090775	10004639	9901520	9797846	292929	206793	103674
46535	Columbea	Columbimorphae	Phoenicopteriformes	chr4	830000	840000	835000	0.638085030368	0.341550553769	0.0203644158628	q1	0.638085030368	12575143	12667273	12767062	12462700	112443	204573	304362
46624	Columbea	Columbimorphae	Phoenicopteriformes	chr4	840000	850000	845000	0.160694896851	0.391603329714	0.447701773435	q3	0.447701773435	9453389	9401711	9389156	9265550	187839	136161	123606
46715	Columbea	Columbimorphae	Phoenicopteriformes	chr4	850000	860000	855000	0	1	0	q2	1	6847239	6565413	6847239	6565413	281826	0	281826
46873	Columbea	Columbimorphae	Phoenicopteriformes	chr4	870000	880000	875000	0.138263665595	0.129331904252	0.732404430154	q3	0.732404430154	9397197	9399972	9212604	9129465	267732	270507	83139
46958	Columbea	Columbimorphae	Phoenicopteriformes	chr4	880000	890000	885000	0.102207977208	0.00356125356125	0.894230769231	q3	0.894230769231	4940702	4971449	4693838	4660871	279831	310578	32967
47031	Columbea	Columbimorphae	Phoenicopteriformes	chr4	890000	900000	895000	0.325320512821	0.567307692308	0.107371794872	q2	0.567307692308	11049758	10982714	11110142	10862834	186924	119880	247308
47090	Columbea	Columbimorphae	Phoenicopteriformes	chr4	900000	910000	905000	0.0730056980057	0.114316239316	0.812678062678	q3	0.812678062678	7496221	7483345	7265674	7207288	288933	276057	58386
47116	Columbea	Columbimorphae	Phoenicopteriformes	chr4	910000	920000	915000	0.161976911977	0.228354978355	0.609668109668	q3	0.609668109668	8520766	8507518	8431414	8353510	167256	154008	77904
47126	Columbea	Columbimorphae	Phoenicopteriformes	chr4	920000	930000	925000	0.209003215434	0.729903536977	0.0610932475884	q2	0.729903536977	12875299	12713461	12921253	12629545	245754	83916	291708
47134	Columbea	Columbimorphae	Phoenicopteriformes	chr4	930000	940000	935000	0.128617363344	0.57127545552	0.300107181136	q2	0.57127545552	8867859	8730330	8814579	8597130	270729	133200	217449
47141	Columbea	Columbimorphae	Phoenicopteriformes	chr4	940000	950000	945000	0.24115755627	0.514469453376	0.244372990354	q2	0.514469453376	13717842	13632927	13716843	13482078	235764	150849	234765
47149	Columbea	Columbimorphae	Phoenicopteriformes	chr4	950000	960000	955000	0.882478632479	0.0352564102564	0.082264957265	q1	0.882478632479	7346097	7538796	7528104	7319367	26730	219429	208737
47156	Columbea	Columbimorphae	Phoenicopteriformes	chr4	960000	970000	965000	0.753283635073	0.111821086262	0.134895278665	q1	0.753283635073	12886718	13087295	13080080	12809573	77145	277722	270507
47167	Columbea	Columbimorphae	Phoenicopteriformes	chr4	970000	980000	975000	0.18253968254	0.52886002886	0.2886002886	q2	0.52886002886	13035703	12940663	13006597	12811369	224334	129294	195228
47178	Columbea	Columbimorphae	Phoenicopteriformes	chr4	980000	990000	985000	0	0.402640264026	0.597359735974	q3	0.597359735974	11711931	11603229	11550660	11441958	269973	161271	108702
47188	Columbea	Columbimorphae	Phoenicopteriformes	chr4	990000	1000000	995000	0.582164688961	0.1380798274	0.279755483639	q1	0.582164688961	9486654	9582984	9552252	9396018	90636	186966	156234
40952	Columbea	Columbimorphae	Phoenicopteriformes	chr4	1000000	1010000	1005000	0.0622837370242	0.501345636294	0.436370626682	q2	0.501345636294	6152027	6114341	6119918	6071540	80487	42801	48378
40973	Columbea	Columbimorphae	Phoenicopteriformes	chr4	1020000	1030000	1025000	0.514161220044	0.485838779956	0	q1	0.514161220044	10870985	10879643	11028161	10722467	148518	157176	305694
40984	Columbea	Columbimorphae	Phoenicopteriformes	chr4	1030000	1040000	1035000	0.778877887789	0.0895214521452	0.131600660066	q1	0.778877887789	9004423	9066250	9062476	8984591	19832	81659	77885
40994	Columbea	Columbimorphae	Phoenicopteriformes	chr4	1040000	1050000	1045000	0.359324758842	0.0980707395498	0.542604501608	q3	0.542604501608	8602099	8650199	8568355	8484143	117956	166056	84212
41040	Columbea	Columbimorphae	Phoenicopteriformes	chr4	1100000	1110000	1105000	0	0.967741935484	0.0322580645161	q2	0.967741935484	11347221	11047521	11337231	11037531	309690	9990	299700
41049	Columbea	Columbimorphae	Phoenicopteriformes	chr4	1110000	1120000	1115000	0.578966926793	0.333333333333	0.0876997398737	q1	0.578966926793	10565471	10638842	10712213	10439708	125763	199134	272505
41055	Columbea	Columbimorphae	Phoenicopteriformes	chr4	1120000	1130000	1125000	0.642361111111	0.163194444444	0.194444444444	q1	0.642361111111	10349520	10472478	10464459	10257747	91773	214731	206712
41063	Columbea	Columbimorphae	Phoenicopteriformes	chr4	1130000	1140000	1135000	0.257820927724	0.427903631787	0.314275440489	q2	0.427903631787	12236522	12188276	12220508	12025994	210528	162282	194514
41073	Columbea	Columbimorphae	Phoenicopteriformes	chr4	1140000	1150000	1145000	0.389254385965	0.588815789474	0.0219298245614	q2	0.588815789474	8847258	8789928	8952783	8671803	175455	118125	280980
41100	Columbea	Columbimorphae	Phoenicopteriformes	chr4	1170000	1180000	1175000	0.0189964157706	0.496774193548	0.484229390681	q2	0.496774193548	8188638	8040675	8044560	7884831	303807	155844	159729
41107	Columbea	Columbimorphae	Phoenicopteriformes	chr4	1180000	1190000	1185000	0	0.697508896797	0.302491103203	q2	0.697508896797	5580218	5492018	5541968	5453768	126450	38250	88200
41147	Columbea	Columbimorphae	Phoenicopteriformes	chr4	1230000	1240000	1235000	0.555555555556	0.444444444444	0	q1	0.555555555556	4104632	4138043	4271687	3970988	133644	167055	300699
41158	Columbea	Columbimorphae	Phoenicopteriformes	chr4	1240000	1250000	1245000	0	0.394230769231	0.605769230769	q3	0.605769230769	11905206	11795982	11737374	11628150	277056	167832	109224
41198	Columbea	Columbimorphae	Phoenicopteriformes	chr4	1300000	1310000	1305000	0.992307692308	0.00576923076923	0.00192307692308	q1	0.992307692308	1508524	1565467	1565689	1508080	444	57387	57609
41203	Columbea	Columbimorphae	Phoenicopteriformes	chr4	1310000	1320000	1315000	0.924812030075	0.0751879699248	0	q1	0.924812030075	1878612	1967091	1974921	1870782	7830	96309	104139
41210	Columbea	Columbimorphae	Phoenicopteriformes	chr4	1320000	1330000	1325000	0.125045837917	0.751375137514	0.123579024569	q2	0.751375137514	5838562	5746330	5838778	5709718	128844	36612	129060
41214	Columbea	Columbimorphae	Phoenicopteriformes	chr4	1330000	1340000	1335000	0.98973880597	0.00279850746269	0.00746268656716	q1	0.98973880597	4422393	4523961	4523481	4421337	1056	102624	102144
41219	Columbea	Columbimorphae	Phoenicopteriformes	chr4	1340000	1350000	1345000	0.0265780730897	0.97342192691	0	q2	0.97342192691	1157337	1131687	1158057	1130967	26370	720	27090
41227	Columbea	Columbimorphae	Phoenicopteriformes	chr4	1350000	1360000	1355000	0.663720538721	0.18771043771	0.148569023569	q1	0.663720538721	6292498	6380716	6387970	6230176	62322	150540	157794
41234	Columbea	Columbimorphae	Phoenicopteriformes	chr4	1360000	1370000	1365000	0.0229508196721	0.973770491803	0.00327868852459	q2	0.973770491803	4883479	4703389	4887205	4698421	185058	4968	188784
41239	Columbea	Columbimorphae	Phoenicopteriformes	chr4	1370000	1380000	1375000	0.106681432263	0.460317460317	0.43300110742	q2	0.460317460317	9783130	9676792	9685006	9514510	268620	162282	170496
41248	Columbea	Columbimorphae	Phoenicopteriformes	chr4	1380000	1390000	1385000	0.643779992617	0.100406053894	0.255813953488	q1	0.643779992617	9525325	9644557	9610456	9447160	78165	197397	163296
41258	Columbea	Columbimorphae	Phoenicopteriformes	chr4	1390000	1400000	1395000	0	0.74	0.26	q2	0.74	12036104	11814326	11958182	11736404	299700	77922	221778
41267	Columbea	Columbimorphae	Phoenicopteriformes	chr4	1400000	1410000	1405000	0	0.443708609272	0.556291390728	q3	0.556291390728	2713767	2663115	2650263	2599611	114156	63504	50652
41272	Columbea	Columbimorphae	Phoenicopteriformes	chr4	1410000	1420000	1415000	0.689754689755	0.04329004329	0.266955266955	q1	0.689754689755	9213406	9412318	9343498	9117946	95460	294372	225552
41278	Columbea	Columbimorphae	Phoenicopteriformes	chr4	1420000	1430000	1425000	0.148769574944	0.248322147651	0.602908277405	q3	0.602908277405	7070062	7042027	6942172	6830347	239715	211680	111825
41282	Columbea	Columbimorphae	Phoenicopteriformes	chr4	1430000	1440000	1435000	0.275167785235	0.0838926174497	0.640939597315	q3	0.640939597315	8391151	8428087	8320519	8251183	139968	176904	69336
41293	Columbea	Columbimorphae	Phoenicopteriformes	chr4	1440000	1450000	1445000	0.182352941176	0.370588235294	0.447058823529	q3	0.447058823529	8087284	8045812	8028964	7907140	180144	138672	121824
41304	Columbea	Columbimorphae	Phoenicopteriformes	chr4	1450000	1460000	1455000	0	0.528846153846	0.471153846154	q2	0.528846153846	4375013	4210178	4228160	4063325	311688	146853	164835
41315	Columbea	Columbimorphae	Phoenicopteriformes	chr4	1460000	1470000	1465000	0.423365487674	0.427295462665	0.149339049661	q2	0.427295462665	9906147	9904926	9991284	9726993	179154	177933	264291
41326	Columbea	Columbimorphae	Phoenicopteriformes	chr4	1470000	1480000	1475000	0.428571428571	0.507936507937	0.0634920634921	q2	0.507936507937	2397837	2387037	2447517	2320077	77760	66960	127440
41336	Columbea	Columbimorphae	Phoenicopteriformes	chr4	1480000	1490000	1485000	0.224666911136	0.627673878499	0.147659210365	q2	0.627673878499	7126851	7004862	7150161	6892160	234691	112702	258001
41346	Columbea	Columbimorphae	Phoenicopteriformes	chr4	1490000	1500000	1495000	0.201725997843	0.0449478604818	0.753326141676	q3	0.753326141676	11526565	11574961	11356291	11280145	246420	294816	76146
41381	Columbea	Columbimorphae	Phoenicopteriformes	chr4	1530000	1540000	1535000	0.801075268817	0.0232974910394	0.175627240143	q1	0.801075268817	10150570	10384930	10339030	10090630	59940	294300	248400
41383	Columbea	Columbimorphae	Phoenicopteriformes	chr4	1550000	1560000	1555000	0.98275862069	0.0129310344828	0.00431034482759	q1	0.98275862069	1772673	1850298	1850988	1771293	1380	79005	79695
41404	Columbea	Columbimorphae	Phoenicopteriformes	chr4	1590000	1600000	1595000	0.946843853821	0.0439276485788	0.00922849760059	q1	0.946843853821	8777134	8909218	8914294	8769358	7776	139860	144936
41453	Columbea	Columbimorphae	Phoenicopteriformes	chr4	1650000	1660000	1655000	0.233226837061	0.142705005325	0.624068157614	q3	0.624068157614	12291275	12319580	12169064	12051515	239760	268065	117549
41474	Columbea	Columbimorphae	Phoenicopteriformes	chr4	1680000	1690000	1685000	0.503017241379	0.225	0.271982758621	q1	0.503017241379	9942087	10005942	9995151	9827940	114147	178002	167211
41485	Columbea	Columbimorphae	Phoenicopteriformes	chr4	1690000	1700000	1695000	0.204081632653	0.0226757369615	0.773242630385	q3	0.773242630385	1626999	1644279	1572783	1551183	75816	93096	21600
41493	Columbea	Columbimorphae	Phoenicopteriformes	chr4	1700000	1710000	1705000	0	0.351239669421	0.648760330579	q3	0.648760330579	5735364	5710204	5688892	5663732	71632	46472	25160
41495	Columbea	Columbimorphae	Phoenicopteriformes	chr4	1710000	1720000	1715000	0.138314176245	0.231800766284	0.629885057471	q3	0.629885057471	7641748	7619056	7522429	7432591	209157	186465	89838
41502	Columbea	Columbimorphae	Phoenicopteriformes	chr4	1720000	1730000	1725000	0.141221374046	0.858778625954	0	q2	0.858778625954	2382251	2292011	2400011	2274251	108000	17760	125760
41507	Columbea	Columbimorphae	Phoenicopteriformes	chr4	1730000	1740000	1735000	1	0	0	q1	1	935064	1002219	1002219	935064	0	67155	67155
41513	Columbea	Columbimorphae	Phoenicopteriformes	chr4	1740000	1750000	1745000	0.758253461129	0.0788072417465	0.162939297125	q1	0.758253461129	14668057	14880511	14854204	14592466	75591	288045	261738
41524	Columbea	Columbimorphae	Phoenicopteriformes	chr4	1750000	1760000	1755000	0.874955341193	0.0257234726688	0.0993211861379	q1	0.874955341193	10224945	10488792	10465926	10186095	38850	302697	279831
41535	Columbea	Columbimorphae	Phoenicopteriformes	chr4	1760000	1770000	1765000	0.0956490471054	0.0510607695074	0.853290183387	q3	0.853290183387	7222105	7235869	6988228	6942940	279165	292929	45288
41546	Columbea	Columbimorphae	Phoenicopteriformes	chr4	1780000	1790000	1785000	0	0.990228013029	0.00977198697068	q2	0.990228013029	4542311	4238615	4539314	4235618	306693	2997	303696
41567	Columbea	Columbimorphae	Phoenicopteriformes	chr4	1800000	1810000	1805000	0.823788546256	0.166421928536	0.00978952520803	q1	0.823788546256	8152502	8301575	8337095	8112542	39960	189033	224553
41643	Columbea	Columbimorphae	Phoenicopteriformes	chr4	1900000	1910000	1905000	0.567821067821	0.0378787878788	0.3943001443	q1	0.567821067821	7346691	7430424	7374108	7278405	68286	152019	95703
41650	Columbea	Columbimorphae	Phoenicopteriformes	chr4	1910000	1920000	1915000	0.018814341498	0.429179978701	0.552005679801	q3	0.552005679801	4396861	4268545	4230139	4090057	306804	178488	140082
41659	Columbea	Columbimorphae	Phoenicopteriformes	chr4	1920000	1930000	1925000	0.938834600072	0.0579080709374	0.00325732899023	q1	0.938834600072	4805852	4937288	4945442	4796726	9126	140562	148716
41676	Columbea	Columbimorphae	Phoenicopteriformes	chr4	1950000	1960000	1955000	0.138176638177	0.153846153846	0.707977207977	q3	0.707977207977	10228755	10223871	10051155	9960135	268620	263736	91020
41686	Columbea	Columbimorphae	Phoenicopteriformes	chr4	1960000	1970000	1965000	0	0.980891719745	0.0191082802548	q2	0.980891719745	12151341	11843649	12145347	11837655	313686	5994	307692
41699	Columbea	Columbimorphae	Phoenicopteriformes	chr4	1980000	1990000	1985000	0.048433048433	0.655626780627	0.29594017094	q2	0.655626780627	6924220	6837265	6888775	6787948	136272	49317	100827
41751	Columbea	Columbimorphae	Phoenicopteriformes	chr4	2050000	2060000	2055000	0.139146567718	0.778138528139	0.0827149041435	q2	0.778138528139	6952281	6799360	6965786	6746265	206016	53095	219521
41772	Columbea	Columbimorphae	Phoenicopteriformes	chr4	2090000	2100000	2095000	0.0149253731343	0.044776119403	0.940298507463	q3	0.940298507463	23923	23849	21629	21481	2442	2368	148
41793	Columbea	Columbimorphae	Phoenicopteriformes	chr4	2120000	2130000	2125000	0.00486618004866	0.330900243309	0.664233576642	q3	0.664233576642	1048632	1018884	988470	957834	90798	61050	30636
41803	Columbea	Columbimorphae	Phoenicopteriformes	chr4	2140000	2150000	2145000	0.244658119658	0.0616096866097	0.693732193732	q3	0.693732193732	12831809	12888863	12691838	12596378	235431	292485	95460
41866	Columbea	Columbimorphae	Phoenicopteriformes	chr4	2230000	2240000	2235000	0.121050763223	0	0.878949236777	q3	0.878949236777	3250196	3288047	3013211	2975360	274836	312687	37851
41922	Columbea	Columbimorphae	Phoenicopteriformes	chr4	2320000	2330000	2325000	0.368365180467	0.5	0.131634819533	q2	0.5	11247002	11206826	11319254	11054222	192780	152604	265032
41927	Columbea	Columbimorphae	Phoenicopteriformes	chr4	2330000	2340000	2335000	0.107515282273	0.126932758001	0.765551959727	q3	0.765551959727	7434872	7431308	7314092	7271060	163812	160248	43032
42001	Columbea	Columbimorphae	Phoenicopteriformes	chr4	2450000	2460000	2455000	0.451923076923	0.213675213675	0.334401709402	q1	0.451923076923	9450938	9505127	9477668	9326279	124659	178848	151389
42016	Columbea	Columbimorphae	Phoenicopteriformes	chr4	2500000	2510000	2505000	0.144834930777	0.162939297125	0.692225772098	q3	0.692225772098	7109727	7106973	7026459	6979641	130086	127332	46818
42036	Columbea	Columbimorphae	Phoenicopteriformes	chr4	2520000	2530000	2525000	0.697849462366	0.279211469534	0.0229390681004	q1	0.697849462366	10430363	10560011	10639376	10336790	93573	223221	302586
42047	Columbea	Columbimorphae	Phoenicopteriformes	chr4	2530000	2540000	2535000	0.0192233756248	0.151095732411	0.829680891965	q3	0.829680891965	8169955	8131882	7935967	7886794	283161	245088	49173
42057	Columbea	Columbimorphae	Phoenicopteriformes	chr4	2540000	2550000	2545000	0.827067669173	0.169172932331	0.00375939849624	q1	0.827067669173	4269278	4376378	4403306	4241126	28152	135252	162180
42066	Columbea	Columbimorphae	Phoenicopteriformes	chr4	2550000	2560000	2555000	0.246471226927	0.478827361564	0.274701411509	q2	0.478827361564	12967497	12896235	12958839	12736395	231102	159840	222444
42076	Columbea	Columbimorphae	Phoenicopteriformes	chr4	2560000	2570000	2565000	0.13908045977	0.548275862069	0.312643678161	q2	0.548275862069	7715268	7628760	7678575	7533261	182007	95499	145314
42086	Columbea	Columbimorphae	Phoenicopteriformes	chr4	2570000	2580000	2575000	0.932367149758	0.0252694165738	0.0423634336678	q1	0.932367149758	11981764	12252715	12247609	11961562	20202	291153	286047
42096	Columbea	Columbimorphae	Phoenicopteriformes	chr4	2580000	2590000	2585000	0.392764857881	0.50276854928	0.104466592839	q2	0.50276854928	11124189	11091111	11210880	10941594	182595	149517	269286
42106	Columbea	Columbimorphae	Phoenicopteriformes	chr4	2590000	2600000	2595000	0.115646258503	0.884353741497	0	q2	0.884353741497	7488029	7323275	7512815	7298489	189540	24786	214326
42117	Columbea	Columbimorphae	Phoenicopteriformes	chr4	2600000	2610000	2605000	0.277777777778	0.161583151779	0.560639070443	q3	0.560639070443	10936103	10967783	10858982	10739192	196911	228591	119790
42128	Columbea	Columbimorphae	Phoenicopteriformes	chr4	2610000	2620000	2615000	0.657407407407	0.0138888888889	0.328703703704	q1	0.657407407407	13007032	13202188	13106716	12903136	103896	299052	203580
42139	Columbea	Columbimorphae	Phoenicopteriformes	chr4	2620000	2630000	2625000	0.300330033003	0.562156215622	0.137513751375	q2	0.562156215622	13960929	13881675	14010213	13749141	211788	132534	261072
42148	Columbea	Columbimorphae	Phoenicopteriformes	chr4	2630000	2640000	2635000	0.871212121212	0.0826118326118	0.046176046176	q1	0.871212121212	13994203	14236849	14248060	13954576	39627	282273	293484
